,name,class,path
101,184221a3-0f0e-4acc-b5be-7b853349cd0d___JR_B.Spot 3286.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\184221a3-0f0e-4acc-b5be-7b853349cd0d___JR_B.Spot 3286.JPG.jpg
102,186f840e-086b-49fa-97a7-18628c6293f0___JR_B.Spot 3136.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\186f840e-086b-49fa-97a7-18628c6293f0___JR_B.Spot 3136.JPG.jpg
103,188f102a-6f64-4180-9d38-f98b61aaec60___JR_B.Spot 9014.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\188f102a-6f64-4180-9d38-f98b61aaec60___JR_B.Spot 9014.JPG.jpg
104,18df58d7-c6ac-48e5-8cb0-596b70252a8e___NREC_B.Spot 9153.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\18df58d7-c6ac-48e5-8cb0-596b70252a8e___NREC_B.Spot 9153.JPG.jpg
105,197e7e21-9ddb-4fbe-a87e-2885a14c29d5___JR_B.Spot 9035.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\197e7e21-9ddb-4fbe-a87e-2885a14c29d5___JR_B.Spot 9035.JPG.jpg
106,197fdd19-46d1-46f7-8e79-aa9545f76ff0___JR_B.Spot 9000.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\197fdd19-46d1-46f7-8e79-aa9545f76ff0___JR_B.Spot 9000.JPG.jpg
107,19a868e4-5e24-43e8-b61b-a41022340f8e___NREC_B.Spot 1886.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\19a868e4-5e24-43e8-b61b-a41022340f8e___NREC_B.Spot 1886.JPG.jpg
108,1a1af0c4-9e4a-4158-b982-f81d487a3b68___NREC_B.Spot 9148.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1a1af0c4-9e4a-4158-b982-f81d487a3b68___NREC_B.Spot 9148.JPG.jpg
109,1ade72cf-f7e0-4282-92d9-614bf05289a0___NREC_B.Spot 1975.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1ade72cf-f7e0-4282-92d9-614bf05289a0___NREC_B.Spot 1975.JPG.jpg
110,1aeb4d06-0069-4fea-be9f-3200ac2e9373___NREC_B.Spot 1909.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1aeb4d06-0069-4fea-be9f-3200ac2e9373___NREC_B.Spot 1909.JPG.jpg
111,1b0cfb07-f452-49e0-85ad-45f3f519ca7a___JR_B.Spot 9094.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1b0cfb07-f452-49e0-85ad-45f3f519ca7a___JR_B.Spot 9094.JPG.jpg
112,1b589f92-a658-4e58-96de-db41acc411ce___JR_B.Spot 3239.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1b589f92-a658-4e58-96de-db41acc411ce___JR_B.Spot 3239.JPG.jpg
113,1b73d0ec-bad1-4d2d-878e-6aa209aa39d2___JR_B.Spot 9086.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1b73d0ec-bad1-4d2d-878e-6aa209aa39d2___JR_B.Spot 9086.JPG.jpg
114,1b8d3e98-43d9-441d-93ef-a359e6e9ddc2___NREC_B.Spot 9052.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1b8d3e98-43d9-441d-93ef-a359e6e9ddc2___NREC_B.Spot 9052.JPG.jpg
115,1c0c1501-f362-49d0-9e99-e72006441c8c___JR_B.Spot 8869.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1c0c1501-f362-49d0-9e99-e72006441c8c___JR_B.Spot 8869.JPG.jpg
116,1cb295da-e568-4168-a29c-48ab980f3772___NREC_B.Spot 9250.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1cb295da-e568-4168-a29c-48ab980f3772___NREC_B.Spot 9250.JPG.jpg
117,1cce64aa-6f9f-4ce1-b319-dbc4a012b240___JR_B.Spot 8998.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1cce64aa-6f9f-4ce1-b319-dbc4a012b240___JR_B.Spot 8998.JPG.jpg
118,1d0e1dec-de79-4e26-b592-b174d7c95739___NREC_B.Spot 9186.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1d0e1dec-de79-4e26-b592-b174d7c95739___NREC_B.Spot 9186.JPG.jpg
119,1d26f9c5-2f4e-4b1e-a7d6-a4e9584a3ab7___JR_B.Spot 8918.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1d26f9c5-2f4e-4b1e-a7d6-a4e9584a3ab7___JR_B.Spot 8918.JPG.jpg
120,1d2949cc-b0fa-4a29-8540-2983230c34e9___JR_B.Spot 9017.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1d2949cc-b0fa-4a29-8540-2983230c34e9___JR_B.Spot 9017.JPG.jpg
121,1d35e088-7147-4bac-9cce-9330a3f5906d___NREC_B.Spot 9096.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1d35e088-7147-4bac-9cce-9330a3f5906d___NREC_B.Spot 9096.JPG.jpg
122,1d46d97c-17ae-41e2-9ac3-6a984804760e___JR_B.Spot 8825.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1d46d97c-17ae-41e2-9ac3-6a984804760e___JR_B.Spot 8825.JPG.jpg
123,1d89d58f-09d2-42ee-a9dc-11e51d0a1635___JR_B.Spot 8826.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1d89d58f-09d2-42ee-a9dc-11e51d0a1635___JR_B.Spot 8826.JPG.jpg
124,1e1ee82b-592b-4158-a48b-347084647492___NREC_B.Spot 9046.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1e1ee82b-592b-4158-a48b-347084647492___NREC_B.Spot 9046.JPG.jpg
125,1e6d8dc0-a694-47e0-af80-81ccabdfd591___JR_B.Spot 3308.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1e6d8dc0-a694-47e0-af80-81ccabdfd591___JR_B.Spot 3308.JPG.jpg
126,1f3b1b11-4934-4c0b-b054-8f8a977b488c___JR_B.Spot 3373.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1f3b1b11-4934-4c0b-b054-8f8a977b488c___JR_B.Spot 3373.JPG.jpg
127,1f838b54-c372-4b51-b398-6988377b2218___JR_B.Spot 8977.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1f838b54-c372-4b51-b398-6988377b2218___JR_B.Spot 8977.JPG.jpg
128,1fca0f2b-857b-4cef-9218-42b1bdd92d00___JR_B.Spot 8969.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\1fca0f2b-857b-4cef-9218-42b1bdd92d00___JR_B.Spot 8969.JPG.jpg
129,20531434-4064-4aeb-a839-d3bcfe0ecb3e___NREC_B.Spot 9104.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\20531434-4064-4aeb-a839-d3bcfe0ecb3e___NREC_B.Spot 9104.JPG.jpg
130,208c40d0-cdd9-4988-a03a-22755febfafb___JR_B.Spot 8908.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\208c40d0-cdd9-4988-a03a-22755febfafb___JR_B.Spot 8908.JPG.jpg
131,20a9aed4-ba56-413d-b88d-f4491cf184b3___JR_B.Spot 3265.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\20a9aed4-ba56-413d-b88d-f4491cf184b3___JR_B.Spot 3265.JPG.jpg
132,21556c18-1833-43a9-86b2-8e7130b4dbce___JR_B.Spot 3230.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\21556c18-1833-43a9-86b2-8e7130b4dbce___JR_B.Spot 3230.JPG.jpg
133,21f7119e-d926-4be3-9ace-d6b26b280e64___JR_B.Spot 8837.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\21f7119e-d926-4be3-9ace-d6b26b280e64___JR_B.Spot 8837.JPG.jpg
134,221f63bc-0c34-446b-b58f-bd47917f6838___JR_B.Spot 9077.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\221f63bc-0c34-446b-b58f-bd47917f6838___JR_B.Spot 9077.JPG.jpg
135,2254cc78-9169-4f14-9ab9-d9d3949a5f69___JR_B.Spot 3295.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2254cc78-9169-4f14-9ab9-d9d3949a5f69___JR_B.Spot 3295.JPG.jpg
136,22a8af9b-34c3-447d-bd82-559f7d2206af___JR_B.Spot 3289.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\22a8af9b-34c3-447d-bd82-559f7d2206af___JR_B.Spot 3289.JPG.jpg
137,22d71c45-e246-4210-bf3a-a0ce5eeacfb5___JR_B.Spot 8888.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\22d71c45-e246-4210-bf3a-a0ce5eeacfb5___JR_B.Spot 8888.JPG.jpg
138,22fff6df-23e0-4160-b9d8-166168d03147___NREC_B.Spot 9117.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\22fff6df-23e0-4160-b9d8-166168d03147___NREC_B.Spot 9117.JPG.jpg
139,234f12c4-f47d-4712-8780-3e1e99bf4c42___JR_B.Spot 3174.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\234f12c4-f47d-4712-8780-3e1e99bf4c42___JR_B.Spot 3174.JPG.jpg
140,23e657c9-1f08-4714-817b-48fd2f3e2cf3___JR_B.Spot 8962.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\23e657c9-1f08-4714-817b-48fd2f3e2cf3___JR_B.Spot 8962.JPG.jpg
141,2414f9df-91fd-4aed-b772-bd6b5311eb0b___JR_B.Spot 3141.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2414f9df-91fd-4aed-b772-bd6b5311eb0b___JR_B.Spot 3141.JPG.jpg
142,2433614e-78d3-45ae-b719-59efb0397572___JR_B.Spot 8966.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2433614e-78d3-45ae-b719-59efb0397572___JR_B.Spot 8966.JPG.jpg
143,243bfff2-bd35-44d3-a91e-2569fe948c89___JR_B.Spot 8909.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\243bfff2-bd35-44d3-a91e-2569fe948c89___JR_B.Spot 8909.JPG.jpg
144,24783ea0-432e-4e74-b561-58b9d7fe88dc___NREC_B.Spot 9166.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\24783ea0-432e-4e74-b561-58b9d7fe88dc___NREC_B.Spot 9166.JPG.jpg
145,25d9d63d-08f1-45de-be1a-83ec25160b75___NREC_B.Spot 1919.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\25d9d63d-08f1-45de-be1a-83ec25160b75___NREC_B.Spot 1919.JPG.jpg
146,260e0075-466d-4aa2-8ad6-825cce898cdb___JR_B.Spot 9065.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\260e0075-466d-4aa2-8ad6-825cce898cdb___JR_B.Spot 9065.JPG.jpg
147,261bcab9-0dc9-4146-bd6b-7305732922d0___JR_B.Spot 9055.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\261bcab9-0dc9-4146-bd6b-7305732922d0___JR_B.Spot 9055.JPG.jpg
148,264753e7-97b9-4f1e-a1c2-a9239eb691b9___JR_B.Spot 8866.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\264753e7-97b9-4f1e-a1c2-a9239eb691b9___JR_B.Spot 8866.JPG.jpg
149,2679d7e8-de91-4864-8123-d5652069232e___JR_B.Spot 3375.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2679d7e8-de91-4864-8123-d5652069232e___JR_B.Spot 3375.JPG.jpg
150,26ca895f-8155-4d26-a0ac-7e04a7487832___NREC_B.Spot 9222.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\26ca895f-8155-4d26-a0ac-7e04a7487832___NREC_B.Spot 9222.JPG.jpg
151,26ff38eb-796d-48db-a28a-09bbee4fe3e0___NREC_B.Spot 9111.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\26ff38eb-796d-48db-a28a-09bbee4fe3e0___NREC_B.Spot 9111.JPG.jpg
152,2700e5b5-295c-4378-b829-0e5989864380___NREC_B.Spot 9091.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2700e5b5-295c-4378-b829-0e5989864380___NREC_B.Spot 9091.JPG.jpg
153,27388bbc-c768-427c-94d4-c195af364507___JR_B.Spot 8935.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\27388bbc-c768-427c-94d4-c195af364507___JR_B.Spot 8935.JPG.jpg
154,276e68d4-8a80-4260-a47d-da9eb588bb7b___JR_B.Spot 3319.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\276e68d4-8a80-4260-a47d-da9eb588bb7b___JR_B.Spot 3319.JPG.jpg
155,28462e1b-741c-4949-884f-e5c35375dab4___JR_B.Spot 3111.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\28462e1b-741c-4949-884f-e5c35375dab4___JR_B.Spot 3111.JPG.jpg
156,284b0fae-ce3c-43e7-acc6-e9a22bd6eb6f___JR_B.Spot 9074.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\284b0fae-ce3c-43e7-acc6-e9a22bd6eb6f___JR_B.Spot 9074.JPG.jpg
157,286c3d56-edde-4185-89f2-048ee0e7d6aa___JR_B.Spot 3287.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\286c3d56-edde-4185-89f2-048ee0e7d6aa___JR_B.Spot 3287.JPG.jpg
158,28b0cad6-b695-4e4b-9cd1-27f2e43647e7___JR_B.Spot 9071.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\28b0cad6-b695-4e4b-9cd1-27f2e43647e7___JR_B.Spot 9071.JPG.jpg
159,28c448aa-4d2c-4a96-baf0-e7ed99ae2495___JR_B.Spot 3385.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\28c448aa-4d2c-4a96-baf0-e7ed99ae2495___JR_B.Spot 3385.JPG.jpg
160,28cb6224-3cd7-4336-aeaa-a864141d0d98___JR_B.Spot 8910.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\28cb6224-3cd7-4336-aeaa-a864141d0d98___JR_B.Spot 8910.JPG.jpg
161,28f23e77-e556-40c8-8bc2-835227732de2___JR_B.Spot 8848.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\28f23e77-e556-40c8-8bc2-835227732de2___JR_B.Spot 8848.JPG.jpg
162,292d6666-67ca-4c4f-91e9-b7313fdd523c___NREC_B.Spot 9130.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\292d6666-67ca-4c4f-91e9-b7313fdd523c___NREC_B.Spot 9130.JPG.jpg
163,29896da5-a228-4e67-8d23-930c40ebb03b___JR_B.Spot 8920.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\29896da5-a228-4e67-8d23-930c40ebb03b___JR_B.Spot 8920.JPG.jpg
164,2a8a3b2f-d65a-416b-a251-63bb89f448c3___JR_B.Spot 3322.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2a8a3b2f-d65a-416b-a251-63bb89f448c3___JR_B.Spot 3322.JPG.jpg
165,2adcf097-e515-49f1-9716-c0d06d8b52b4___NREC_B.Spot 1933.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2adcf097-e515-49f1-9716-c0d06d8b52b4___NREC_B.Spot 1933.JPG.jpg
166,2b562d10-5ccf-4f20-aadc-2e1480bd303e___JR_B.Spot 3256.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2b562d10-5ccf-4f20-aadc-2e1480bd303e___JR_B.Spot 3256.JPG.jpg
167,2b710a19-f4cd-4bcf-afbf-e48face96045___NREC_B.Spot 1931.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2b710a19-f4cd-4bcf-afbf-e48face96045___NREC_B.Spot 1931.JPG.jpg
168,2b8c82d0-2e5d-483a-93eb-53192fa486c9___NREC_B.Spot 1858.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2b8c82d0-2e5d-483a-93eb-53192fa486c9___NREC_B.Spot 1858.JPG.jpg
169,2bb75692-d488-406d-bce0-c7eab42557c5___NREC_B.Spot 1922.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2bb75692-d488-406d-bce0-c7eab42557c5___NREC_B.Spot 1922.JPG.jpg
170,2becae93-578d-44c6-8e74-056e59d15c8e___JR_B.Spot 3396.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2becae93-578d-44c6-8e74-056e59d15c8e___JR_B.Spot 3396.JPG.jpg
171,2c13c040-2ce6-47c5-899c-8146cd774f79___NREC_B.Spot 1976.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2c13c040-2ce6-47c5-899c-8146cd774f79___NREC_B.Spot 1976.JPG.jpg
172,2c4a898a-9812-423b-bd8a-419a09699270___JR_B.Spot 8853.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2c4a898a-9812-423b-bd8a-419a09699270___JR_B.Spot 8853.JPG.jpg
173,2c8e565d-14be-4cbe-8873-2aa25a86b98c___JR_B.Spot 8903.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2c8e565d-14be-4cbe-8873-2aa25a86b98c___JR_B.Spot 8903.JPG.jpg
174,2ca511f9-951d-4f34-89af-25fd1a609584___NREC_B.Spot 9138.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2ca511f9-951d-4f34-89af-25fd1a609584___NREC_B.Spot 9138.JPG.jpg
175,2cdea224-6f10-4a3d-a3f1-1debd1a42640___JR_B.Spot 8926.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2cdea224-6f10-4a3d-a3f1-1debd1a42640___JR_B.Spot 8926.JPG.jpg
176,2d553272-2101-4d56-9819-9f08de938418___NREC_B.Spot 9087.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2d553272-2101-4d56-9819-9f08de938418___NREC_B.Spot 9087.JPG.jpg
177,2d5def2a-c79d-444e-88be-a5961c9107d0___JR_B.Spot 3249.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2d5def2a-c79d-444e-88be-a5961c9107d0___JR_B.Spot 3249.JPG.jpg
178,2d7488fa-f033-4c1c-bc1f-b70f86406127___NREC_B.Spot 1800.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2d7488fa-f033-4c1c-bc1f-b70f86406127___NREC_B.Spot 1800.JPG.jpg
179,2d9f1bf4-6409-488c-8992-92b2909822bd___JR_B.Spot 3342.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2d9f1bf4-6409-488c-8992-92b2909822bd___JR_B.Spot 3342.JPG.jpg
180,2def1cb7-36cf-4aed-a8e5-ad7864721a44___JR_B.Spot 8915.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2def1cb7-36cf-4aed-a8e5-ad7864721a44___JR_B.Spot 8915.JPG.jpg
181,2e400707-ea59-4355-889a-32d5e56c1e1c___NREC_B.Spot 1936.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2e400707-ea59-4355-889a-32d5e56c1e1c___NREC_B.Spot 1936.JPG.jpg
182,2edf5fe8-706b-4ce7-8b59-dc6bfa4b6b42___JR_B.Spot 8823.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2edf5fe8-706b-4ce7-8b59-dc6bfa4b6b42___JR_B.Spot 8823.JPG.jpg
183,2f26c2e1-a13d-41c9-9adf-51fb0ad99785___NREC_B.Spot 1849.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2f26c2e1-a13d-41c9-9adf-51fb0ad99785___NREC_B.Spot 1849.JPG.jpg
184,2f9b46c7-fa77-4196-9ed1-f3f316182340___JR_B.Spot 8943.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2f9b46c7-fa77-4196-9ed1-f3f316182340___JR_B.Spot 8943.JPG.jpg
185,2fd2f664-70aa-40d6-b770-bb839944ce18___JR_B.Spot 3261.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\2fd2f664-70aa-40d6-b770-bb839944ce18___JR_B.Spot 3261.JPG.jpg
186,301b41f3-647f-4bd2-9adb-ef98c8b8c238___JR_B.Spot 3399.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\301b41f3-647f-4bd2-9adb-ef98c8b8c238___JR_B.Spot 3399.JPG.jpg
187,3042800d-559d-4250-bb62-23c346259685___NREC_B.Spot 1980.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\3042800d-559d-4250-bb62-23c346259685___NREC_B.Spot 1980.JPG.jpg
188,30559581-e3ea-4ac4-8e8b-ff8bbc44b014___JR_B.Spot 8832.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\30559581-e3ea-4ac4-8e8b-ff8bbc44b014___JR_B.Spot 8832.JPG.jpg
189,307ade58-8297-4ca9-b412-7ab20f837dc3___NREC_B.Spot 1861.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\307ade58-8297-4ca9-b412-7ab20f837dc3___NREC_B.Spot 1861.JPG.jpg
190,30956fb2-aec3-4e1d-bc10-ead8d1bd9c03___NREC_B.Spot 1835.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\30956fb2-aec3-4e1d-bc10-ead8d1bd9c03___NREC_B.Spot 1835.JPG.jpg
191,311c06b4-36e7-4fc7-840d-2f3f86d28ea5___JR_B.Spot 3350.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\311c06b4-36e7-4fc7-840d-2f3f86d28ea5___JR_B.Spot 3350.JPG.jpg
192,313665a9-0f55-4f00-9373-74bf7349e6a6___NREC_B.Spot 1982.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\313665a9-0f55-4f00-9373-74bf7349e6a6___NREC_B.Spot 1982.JPG.jpg
193,313c8e04-9195-4b11-9f63-72ce704f78f3___NREC_B.Spot 9245.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\313c8e04-9195-4b11-9f63-72ce704f78f3___NREC_B.Spot 9245.JPG.jpg
194,315668fd-452d-43c1-8a63-e3b4d3d634a7___JR_B.Spot 3097.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\315668fd-452d-43c1-8a63-e3b4d3d634a7___JR_B.Spot 3097.JPG.jpg
195,31add1a3-eab6-4c9c-946f-d85d89297a0e___NREC_B.Spot 1842.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\31add1a3-eab6-4c9c-946f-d85d89297a0e___NREC_B.Spot 1842.JPG.jpg
196,3233e1db-99e9-4107-8711-c8b28a8bfda1___JR_B.Spot 3165.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\3233e1db-99e9-4107-8711-c8b28a8bfda1___JR_B.Spot 3165.JPG.jpg
197,32927179-338a-4157-ab64-d5bea77834c1___JR_B.Spot 8933.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\32927179-338a-4157-ab64-d5bea77834c1___JR_B.Spot 8933.JPG.jpg
198,3294ec88-cc8d-4e3a-af08-f2f9d7f4a73b___JR_B.Spot 3196.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\3294ec88-cc8d-4e3a-af08-f2f9d7f4a73b___JR_B.Spot 3196.JPG.jpg
199,32bc632f-7dfc-4a3a-b25a-f71fba5b02b1___JR_B.Spot 8967.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\32bc632f-7dfc-4a3a-b25a-f71fba5b02b1___JR_B.Spot 8967.JPG.jpg
200,32cb493a-bfd1-48bf-b8eb-852ccaf7695b___JR_B.Spot 8873.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\32cb493a-bfd1-48bf-b8eb-852ccaf7695b___JR_B.Spot 8873.JPG.jpg
201,32d3951c-8c10-4e8f-b35c-81f7de2513c7___JR_B.Spot 3112.JPG.jpg,Pepper__bell___Bacterial_spot,saved_imgs\Pepper__bell___Bacterial_spot\32d3951c-8c10-4e8f-b35c-81f7de2513c7___JR_B.Spot 3112.JPG.jpg
